name,url,extents
doi1m2011_42111g3se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111g3se_usda.tif,"[-111.3125,42.7500,-111.2500,42.8125]"
doi1m2011_42111g3sw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111g3sw_usda.tif,"[-111.3750,42.7500,-111.3125,42.8125]"
doi1m2011_42111g4ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111g4ne_usda.tif,"[-111.4375,42.8125,-111.3750,42.8750]"
doi1m2011_42111g4nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111g4nw_usda.tif,"[-111.5000,42.8125,-111.4375,42.8750]"
doi1m2011_42111g4se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111g4se_usda.tif,"[-111.4375,42.7500,-111.3750,42.8125]"
doi1m2011_42111g4sw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111g4sw_usda.tif,"[-111.5000,42.7500,-111.4375,42.8125]"
doi1m2011_42111g5ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111g5ne_usda.tif,"[-111.5625,42.8125,-111.5000,42.8750]"
doi1m2011_42111g5nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111g5nw_usda.tif,"[-111.6250,42.8125,-111.5625,42.8750]"
doi1m2011_42111g5se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111g5se_usda.tif,"[-111.5625,42.7500,-111.5000,42.8125]"
doi1m2011_42111g5sw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111g5sw_usda.tif,"[-111.6250,42.7500,-111.5625,42.8125]"
doi1m2011_42111g6ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111g6ne_usda.tif,"[-111.6875,42.8125,-111.6250,42.8750]"
doi1m2011_42111g6nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111g6nw_usda.tif,"[-111.7500,42.8125,-111.6875,42.8750]"
doi1m2011_42111g6se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111g6se_usda.tif,"[-111.6875,42.7500,-111.6250,42.8125]"
doi1m2011_42111g6sw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111g6sw_usda.tif,"[-111.7500,42.7500,-111.6875,42.8125]"
doi1m2011_42111g7ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111g7ne_usda.tif,"[-111.8125,42.8125,-111.7500,42.8750]"
doi1m2011_42111g7nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111g7nw_usda.tif,"[-111.8750,42.8125,-111.8125,42.8750]"
doi1m2011_42111g7se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111g7se_usda.tif,"[-111.8125,42.7500,-111.7500,42.8125]"
doi1m2011_42111g7sw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111g7sw_usda.tif,"[-111.8750,42.7500,-111.8125,42.8125]"
doi1m2011_42111g8ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111g8ne_usda.tif,"[-111.9375,42.8125,-111.8750,42.8750]"
doi1m2011_42111g8nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111g8nw_usda.tif,"[-112.0000,42.8125,-111.9375,42.8750]"
doi1m2011_42111g8se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111g8se_usda.tif,"[-111.9375,42.7500,-111.8750,42.8125]"
doi1m2011_42111g8sw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111g8sw_usda.tif,"[-112.0000,42.7500,-111.9375,42.8125]"
doi1m2011_42111h1ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h1ne_usda.tif,"[-111.0625,42.9375,-111.0000,43.0000]"
doi1m2011_42111h1nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h1nw_usda.tif,"[-111.1250,42.9375,-111.0625,43.0000]"
doi1m2011_42111h1se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h1se_usda.tif,"[-111.0625,42.8750,-111.0000,42.9375]"
doi1m2011_42111h1sw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h1sw_usda.tif,"[-111.1250,42.8750,-111.0625,42.9375]"
doi1m2011_42111h2ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h2ne_usda.tif,"[-111.1875,42.9375,-111.1250,43.0000]"
doi1m2011_42111h2nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h2nw_usda.tif,"[-111.2500,42.9375,-111.1875,43.0000]"
doi1m2011_42111h2se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h2se_usda.tif,"[-111.1875,42.8750,-111.1250,42.9375]"
doi1m2011_42111h2sw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h2sw_usda.tif,"[-111.2500,42.8750,-111.1875,42.9375]"
doi1m2011_42111h3ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h3ne_usda.tif,"[-111.3125,42.9375,-111.2500,43.0000]"
doi1m2011_42111h3nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h3nw_usda.tif,"[-111.3750,42.9375,-111.3125,43.0000]"
doi1m2011_42111h3se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h3se_usda.tif,"[-111.3125,42.8750,-111.2500,42.9375]"
doi1m2011_42111h3sw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h3sw_usda.tif,"[-111.3750,42.8750,-111.3125,42.9375]"
doi1m2011_42111h4ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h4ne_usda.tif,"[-111.4375,42.9375,-111.3750,43.0000]"
doi1m2011_42111h4nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h4nw_usda.tif,"[-111.5000,42.9375,-111.4375,43.0000]"
doi1m2011_42111h4se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h4se_usda.tif,"[-111.4375,42.8750,-111.3750,42.9375]"
doi1m2011_42111h4sw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h4sw_usda.tif,"[-111.5000,42.8750,-111.4375,42.9375]"
doi1m2011_42111h5ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h5ne_usda.tif,"[-111.5625,42.9375,-111.5000,43.0000]"
doi1m2011_42111h5nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h5nw_usda.tif,"[-111.6250,42.9375,-111.5625,43.0000]"
doi1m2011_42111h5se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h5se_usda.tif,"[-111.5625,42.8750,-111.5000,42.9375]"
doi1m2011_42111h5sw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h5sw_usda.tif,"[-111.6250,42.8750,-111.5625,42.9375]"
doi1m2011_42111h6ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h6ne_usda.tif,"[-111.6875,42.9375,-111.6250,43.0000]"
doi1m2011_42111h6nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h6nw_usda.tif,"[-111.7500,42.9375,-111.6875,43.0000]"
doi1m2011_42111h6se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h6se_usda.tif,"[-111.6875,42.8750,-111.6250,42.9375]"
doi1m2011_42111h6sw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h6sw_usda.tif,"[-111.7500,42.8750,-111.6875,42.9375]"
doi1m2011_42111h7ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h7ne_usda.tif,"[-111.8125,42.9375,-111.7500,43.0000]"
doi1m2011_42111h7nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h7nw_usda.tif,"[-111.8750,42.9375,-111.8125,43.0000]"
doi1m2011_42111h7se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h7se_usda.tif,"[-111.8125,42.8750,-111.7500,42.9375]"
doi1m2011_42111h7sw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h7sw_usda.tif,"[-111.8750,42.8750,-111.8125,42.9375]"
doi1m2011_42111h8ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h8ne_usda.tif,"[-111.9375,42.9375,-111.8750,43.0000]"
doi1m2011_42111h8nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h8nw_usda.tif,"[-112.0000,42.9375,-111.9375,43.0000]"
doi1m2011_42111h8se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h8se_usda.tif,"[-111.9375,42.8750,-111.8750,42.9375]"
doi1m2011_42111h8sw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42111h8sw_usda.tif,"[-112.0000,42.8750,-111.9375,42.9375]"
doi1m2011_42112a1ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a1ne_usda.tif,"[-112.0625,42.0625,-112.0000,42.1250]"
doi1m2011_42112a1nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a1nw_usda.tif,"[-112.1250,42.0625,-112.0625,42.1250]"
doi1m2011_42112a1se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a1se_usda.tif,"[-112.0625,42.0000,-112.0000,42.0625]"
doi1m2011_42112a1sw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a1sw_usda.tif,"[-112.1250,42.0000,-112.0625,42.0625]"
doi1m2011_42112a2ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a2ne_usda.tif,"[-112.1875,42.0625,-112.1250,42.1250]"
doi1m2011_42112a2nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a2nw_usda.tif,"[-112.2500,42.0625,-112.1875,42.1250]"
doi1m2011_42112a2se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a2se_usda.tif,"[-112.1875,42.0000,-112.1250,42.0625]"
doi1m2011_42112a2sw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a2sw_usda.tif,"[-112.2500,42.0000,-112.1875,42.0625]"
doi1m2011_42112a3ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a3ne_usda.tif,"[-112.3125,42.0625,-112.2500,42.1250]"
doi1m2011_42112a3nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a3nw_usda.tif,"[-112.3750,42.0625,-112.3125,42.1250]"
doi1m2011_42112a3se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a3se_usda.tif,"[-112.3125,42.0000,-112.2500,42.0625]"
doi1m2011_42112a3sw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a3sw_usda.tif,"[-112.3750,42.0000,-112.3125,42.0625]"
doi1m2011_42112a4ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a4ne_usda.tif,"[-112.4375,42.0625,-112.3750,42.1250]"
doi1m2011_42112a4nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a4nw_usda.tif,"[-112.5000,42.0625,-112.4375,42.1250]"
doi1m2011_42112a4se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a4se_usda.tif,"[-112.4375,42.0000,-112.3750,42.0625]"
doi1m2011_42112a4sw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a4sw_usda.tif,"[-112.5000,42.0000,-112.4375,42.0625]"
doi1m2011_42112a5ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a5ne_usda.tif,"[-112.5625,42.0625,-112.5000,42.1250]"
doi1m2011_42112a5nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a5nw_usda.tif,"[-112.6250,42.0625,-112.5625,42.1250]"
doi1m2011_42112a5se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a5se_usda.tif,"[-112.5625,42.0000,-112.5000,42.0625]"
doi1m2011_42112a5sw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a5sw_usda.tif,"[-112.6250,42.0000,-112.5625,42.0625]"
doi1m2011_42112a6ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a6ne_usda.tif,"[-112.6875,42.0625,-112.6250,42.1250]"
doi1m2011_42112a6nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a6nw_usda.tif,"[-112.7500,42.0625,-112.6875,42.1250]"
doi1m2011_42112a6se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a6se_usda.tif,"[-112.6875,42.0000,-112.6250,42.0625]"
doi1m2011_42112a6sw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a6sw_usda.tif,"[-112.7500,42.0000,-112.6875,42.0625]"
doi1m2011_42112a7ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a7ne_usda.tif,"[-112.8125,42.0625,-112.7500,42.1250]"
doi1m2011_42112a7nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a7nw_usda.tif,"[-112.8750,42.0625,-112.8125,42.1250]"
doi1m2011_42112a7se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a7se_usda.tif,"[-112.8125,42.0000,-112.7500,42.0625]"
doi1m2011_42112a7sw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a7sw_usda.tif,"[-112.8750,42.0000,-112.8125,42.0625]"
doi1m2011_42112a8ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a8ne_usda.tif,"[-112.9375,42.0625,-112.8750,42.1250]"
doi1m2011_42112a8nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a8nw_usda.tif,"[-113.0000,42.0625,-112.9375,42.1250]"
doi1m2011_42112a8se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a8se_usda.tif,"[-112.9375,42.0000,-112.8750,42.0625]"
doi1m2011_42112a8sw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112a8sw_usda.tif,"[-113.0000,42.0000,-112.9375,42.0625]"
doi1m2011_42112b1ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112b1ne_usda.tif,"[-112.0625,42.1875,-112.0000,42.2500]"
doi1m2011_42112b1nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112b1nw_usda.tif,"[-112.1250,42.1875,-112.0625,42.2500]"
doi1m2011_42112b1se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112b1se_usda.tif,"[-112.0625,42.1250,-112.0000,42.1875]"
doi1m2011_42112b1sw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112b1sw_usda.tif,"[-112.1250,42.1250,-112.0625,42.1875]"
doi1m2011_42112b2ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112b2ne_usda.tif,"[-112.1875,42.1875,-112.1250,42.2500]"
doi1m2011_42112b2nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112b2nw_usda.tif,"[-112.2500,42.1875,-112.1875,42.2500]"
doi1m2011_42112b2se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112b2se_usda.tif,"[-112.1875,42.1250,-112.1250,42.1875]"
doi1m2011_42112b2sw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112b2sw_usda.tif,"[-112.2500,42.1250,-112.1875,42.1875]"
doi1m2011_42112b3ne_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112b3ne_usda.tif,"[-112.3125,42.1875,-112.2500,42.2500]"
doi1m2011_42112b3nw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112b3nw_usda.tif,"[-112.3750,42.1875,-112.3125,42.2500]"
doi1m2011_42112b3se_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112b3se_usda.tif,"[-112.3125,42.1250,-112.2500,42.1875]"
doi1m2011_42112b3sw_usda,http://cloud.insideidaho.org/webApps/util/zip.ashx?fn=http://cloud.insideidaho.org/data/imageryBaseMapsEarthCover/orthoimagery/2011_1m_idaho/42/doi1m2011_42112b3sw_usda.tif,"[-112.3750,42.1250,-112.3125,42.1875]"
